iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
410,"((18, 4), ((1, 1),))","((17, 4), ((1, 1),))",East,"[((18, 5), ((1, 1),)), ((18, 3), ((1, 1),)), ((19, 4), ((1, 1),)), ((17, 4), ((1, 1),))]","[((18, 4), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((12, 1), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((13, 8), ((1, 1),))]","[((18, 3), ((1, 1),)), ((19, 4), ((1, 1),)), ((12, 4), ((1, 12),)), ((1, 6), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 10), ()), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((16, 12), ())]",410,42,51,93
411,"((18, 3), ((1, 1),))","((18, 4), ((1, 1),))",South,"[((18, 4), ((1, 1),)), ((18, 2), ((1, 1),))]","[((18, 3), ((1, 1),)), ((19, 4), ((1, 1),)), ((12, 4), ((1, 12),)), ((1, 6), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 10), ()), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((16, 12), ())]","[((19, 4), ((1, 1),)), ((18, 2), ((1, 1),)), ((12, 4), ((1, 12),)), ((1, 6), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 10), ()), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((16, 12), ())]",411,43,50,93
412,"((19, 4), ((1, 1),))","((18, 4), ((1, 1),))",East,"[((20, 4), ((1, 1),)), ((18, 4), ((1, 1),))]","[((19, 4), ((1, 1),)), ((18, 2), ((1, 1),)), ((12, 4), ((1, 12),)), ((1, 6), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 10), ()), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((16, 12), ())]","[((18, 2), ((1, 1),)), ((20, 4), ((1, 1),)), ((12, 4), ((1, 12),)), ((1, 6), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 10), ()), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((16, 12), ())]",412,43,50,93
413,"((18, 2), ((1, 1),))","((18, 3), ((1, 1),))",South,"[((18, 3), ((1, 1),)), ((18, 1), ((1, 1),))]","[((18, 2), ((1, 1),)), ((20, 4), ((1, 1),)), ((12, 4), ((1, 12),)), ((1, 6), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 10), ()), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((16, 12), ())]","[((20, 4), ((1, 1),)), ((18, 1), ((1, 1),)), ((12, 4), ((1, 12),)), ((1, 6), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 10), ()), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((16, 12), ())]",413,44,49,93
414,"((20, 4), ((1, 1),))","((19, 4), ((1, 1),))",East,"[((19, 4), ((1, 1),))]","[((20, 4), ((1, 1),)), ((18, 1), ((1, 1),)), ((12, 4), ((1, 12),)), ((1, 6), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 10), ()), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((16, 12), ())]","[((18, 1), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((12, 1), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),))]",414,44,49,93
415,"((18, 1), ((1, 1),))","((18, 2), ((1, 1),))",South,"[((18, 2), ((1, 1),))]","[((18, 1), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((12, 1), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),))]","[((12, 4), ((1, 12),)), ((1, 6), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((13, 8), ((1, 1),)), ((16, 12), ()), ((26, 10), ()), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((18, 5), ((1, 1),))]",415,45,48,93
416,"((12, 4), ((1, 12),))","((11, 4), ((1, 12),))",East,"[((13, 4), ((1, 12),)), ((11, 4), ((1, 12),))]","[((12, 4), ((1, 12),)), ((1, 6), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((13, 8), ((1, 1),)), ((16, 12), ()), ((26, 10), ()), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((18, 5), ((1, 1),))]","[((1, 6), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((13, 8), ((1, 1),)), ((16, 12), ()), ((26, 10), ()), ((26, 6), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((13, 4), ((1, 12),))]",416,42,52,94
417,"((1, 6), ((1, 1), (1, 12)))","((2, 6), ((1, 1), (1, 12)))",West,"[((1, 7), ((1, 1), (1, 12))), ((2, 6), ((1, 1), (1, 12)))]","[((1, 6), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((13, 8), ((1, 1),)), ((16, 12), ()), ((26, 10), ()), ((26, 6), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((13, 4), ((1, 12),))]","[((5, 2), ((1, 1), (1, 12))), ((11, 6), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 6), ()), ((22, 4), ()), ((13, 8), ((1, 1),)), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((1, 7), ((1, 1), (1, 12)))]",417,51,43,94
418,"((5, 2), ((1, 1), (1, 12)))","((6, 2), ((1, 1), (1, 12)))",West,"[((5, 1), ((1, 1), (1, 12))), ((6, 2), ((1, 1), (1, 12)))]","[((5, 2), ((1, 1), (1, 12))), ((11, 6), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 6), ()), ((22, 4), ()), ((13, 8), ((1, 1),)), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((1, 7), ((1, 1), (1, 12)))]","[((11, 6), ((1, 1), (1, 12))), ((26, 6), ()), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((18, 5), ((1, 1),)), ((22, 4), ()), ((5, 1), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((13, 8), ((1, 1),))]",418,59,35,94
419,"((11, 6), ((1, 1), (1, 12)))","((12, 6), ((1, 1), (1, 12)))",West,"[((11, 7), ((1, 1), (1, 12))), ((12, 6), ((1, 1), (1, 12))), ((10, 6), ((1, 1), (1, 12)))]","[((11, 6), ((1, 1), (1, 12))), ((26, 6), ()), ((18, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((18, 5), ((1, 1),)), ((22, 4), ()), ((5, 1), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((13, 8), ((1, 1),))]","[((18, 6), ((1, 1), (1, 12))), ((26, 6), ()), ((22, 4), ()), ((12, 1), ((1, 12),)), ((18, 5), ((1, 1),)), ((12, 2), ((1, 12),)), ((5, 1), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((13, 8), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((10, 6), ((1, 1), (1, 12)))]",419,61,33,94
420,"((18, 6), ((1, 1), (1, 12)))","((18, 5), ((1, 1), (1, 12)))",North,"[((18, 5), ((1, 1), (1, 12))), ((19, 6), ((1, 1), (1, 12))), ((17, 6), ((1, 1), (1, 12)))]","[((18, 6), ((1, 1), (1, 12))), ((26, 6), ()), ((22, 4), ()), ((12, 1), ((1, 12),)), ((18, 5), ((1, 1),)), ((12, 2), ((1, 12),)), ((5, 1), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((13, 8), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((10, 6), ((1, 1), (1, 12)))]","[((22, 4), ()), ((26, 6), ()), ((12, 2), ((1, 12),)), ((12, 1), ((1, 12),)), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((5, 1), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((10, 6), ((1, 1), (1, 12))), ((11, 7), ((1, 1), (1, 12))), ((19, 6), ((1, 1), (1, 12))), ((17, 6), ((1, 1), (1, 12)))]",420,68,26,94
421,"((22, 4), ())","((23, 4), ())",West,"[((22, 5), ()), ((22, 3), ()), ((23, 4), ())]","[((22, 4), ()), ((26, 6), ()), ((12, 2), ((1, 12),)), ((12, 1), ((1, 12),)), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((5, 1), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((10, 6), ((1, 1), (1, 12))), ((11, 7), ((1, 1), (1, 12))), ((19, 6), ((1, 1), (1, 12))), ((17, 6), ((1, 1), (1, 12)))]","[((26, 6), ()), ((12, 1), ((1, 12),)), ((12, 2), ((1, 12),)), ((22, 3), ()), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((5, 1), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((10, 6), ((1, 1), (1, 12))), ((11, 7), ((1, 1), (1, 12))), ((19, 6), ((1, 1), (1, 12))), ((22, 5), ()), ((17, 6), ((1, 1), (1, 12)))]",421,36,58,94
422,"((26, 6), ())","((26, 5), ())",North,"[((26, 5), ()), ((27, 6), ())]","[((26, 6), ()), ((12, 1), ((1, 12),)), ((12, 2), ((1, 12),)), ((22, 3), ()), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((5, 1), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((10, 6), ((1, 1), (1, 12))), ((11, 7), ((1, 1), (1, 12))), ((19, 6), ((1, 1), (1, 12))), ((22, 5), ()), ((17, 6), ((1, 1), (1, 12)))]","[((12, 2), ((1, 12),)), ((12, 1), ((1, 12),)), ((5, 1), ((1, 1), (1, 12))), ((22, 3), ()), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((19, 6), ((1, 1), (1, 12))), ((27, 6), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((10, 6), ((1, 1), (1, 12))), ((11, 7), ((1, 1), (1, 12))), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ()), ((16, 12), ())]",422,38,56,94
423,"((12, 2), ((1, 12),))","((11, 2), ((1, 12),))",East,"[((12, 1), ((1, 12),)), ((13, 2), ((1, 12),)), ((11, 2), ((1, 12),))]","[((12, 2), ((1, 12),)), ((12, 1), ((1, 12),)), ((5, 1), ((1, 1), (1, 12))), ((22, 3), ()), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((19, 6), ((1, 1), (1, 12))), ((27, 6), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((10, 6), ((1, 1), (1, 12))), ((11, 7), ((1, 1), (1, 12))), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ()), ((16, 12), ())]","[((12, 1), ((1, 12),)), ((22, 3), ()), ((5, 1), ((1, 1), (1, 12))), ((27, 6), ()), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((19, 6), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((10, 6), ((1, 1), (1, 12))), ((11, 7), ((1, 1), (1, 12))), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ()), ((13, 2), ((1, 12),))]",423,44,50,94
424,"((12, 1), ((1, 12),))","((11, 1), ((1, 12),))",East,"[((12, 2), ((1, 12),)), ((13, 1), ((1, 12),)), ((11, 1), ((1, 12),))]","[((12, 1), ((1, 12),)), ((22, 3), ()), ((5, 1), ((1, 1), (1, 12))), ((27, 6), ()), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((19, 6), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((10, 6), ((1, 1), (1, 12))), ((11, 7), ((1, 1), (1, 12))), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ()), ((13, 2), ((1, 12),))]","[((5, 1), ((1, 1), (1, 12))), ((22, 3), ()), ((19, 6), ((1, 1), (1, 12))), ((27, 6), ()), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ()), ((13, 1), ((1, 12),))]",424,45,49,94
425,"((5, 1), ((1, 1), (1, 12)))","((5, 2), ((1, 1), (1, 12)))",South,"[((5, 2), ((1, 1), (1, 12)))]","[((5, 1), ((1, 1), (1, 12))), ((22, 3), ()), ((19, 6), ((1, 1), (1, 12))), ((27, 6), ()), ((18, 5), ((1, 1),)), ((13, 8), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ()), ((13, 1), ((1, 12),))]","[((19, 6), ((1, 1), (1, 12))), ((22, 3), ()), ((13, 8), ((1, 1),)), ((27, 6), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ())]",425,60,34,94
426,"((19, 6), ((1, 1), (1, 12)))","((18, 6), ((1, 1), (1, 12)))",East,"[((20, 6), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12)))]","[((19, 6), ((1, 1), (1, 12))), ((22, 3), ()), ((13, 8), ((1, 1),)), ((27, 6), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ())]","[((22, 3), ()), ((27, 6), ()), ((13, 8), ((1, 1),)), ((20, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ())]",426,69,25,94
427,"((22, 3), ())","((22, 4), ())",South,"[((22, 4), ()), ((22, 2), ())]","[((22, 3), ()), ((27, 6), ()), ((13, 8), ((1, 1),)), ((20, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ())]","[((27, 6), ()), ((20, 6), ((1, 1), (1, 12))), ((13, 8), ((1, 1),)), ((22, 2), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ())]",427,37,57,94
428,"((27, 6), ())","((26, 6), ())",East,"[((28, 6), ()), ((26, 6), ())]","[((27, 6), ()), ((20, 6), ((1, 1), (1, 12))), ((13, 8), ((1, 1),)), ((22, 2), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ())]","[((20, 6), ((1, 1), (1, 12))), ((22, 2), ()), ((13, 8), ((1, 1),)), ((28, 6), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ())]",428,39,55,94
429,"((20, 6), ((1, 1), (1, 12)))","((19, 6), ((1, 1), (1, 12)))",East,"[((20, 7), ((1, 1), (1, 12))), ((19, 6), ((1, 1), (1, 12)))]","[((20, 6), ((1, 1), (1, 12))), ((22, 2), ()), ((13, 8), ((1, 1),)), ((28, 6), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ())]","[((22, 2), ()), ((28, 6), ()), ((13, 8), ((1, 1),)), ((16, 12), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((20, 7), ((1, 1), (1, 12))), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ())]",429,70,24,94
430,"((22, 2), ())","((22, 3), ())",South,"[((22, 3), ()), ((22, 1), ()), ((21, 2), ())]","[((22, 2), ()), ((28, 6), ()), ((13, 8), ((1, 1),)), ((16, 12), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((20, 7), ((1, 1), (1, 12))), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((22, 5), ())]","[((28, 6), ()), ((22, 1), ()), ((13, 8), ((1, 1),)), ((16, 12), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((26, 10), ()), ((22, 5), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((20, 7), ((1, 1), (1, 12))), ((21, 2), ())]",430,38,56,94
431,"((28, 6), ())","((27, 6), ())",East,"[((28, 7), ()), ((28, 5), ()), ((27, 6), ())]","[((28, 6), ()), ((22, 1), ()), ((13, 8), ((1, 1),)), ((16, 12), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((26, 10), ()), ((22, 5), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((20, 7), ((1, 1), (1, 12))), ((21, 2), ())]","[((22, 1), ()), ((28, 5), ()), ((13, 8), ((1, 1),)), ((16, 12), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((20, 7), ((1, 1), (1, 12))), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((21, 2), ()), ((28, 7), ()), ((22, 5), ())]",431,40,54,94
432,"((22, 1), ())","((22, 2), ())",South,"[((22, 2), ())]","[((22, 1), ()), ((28, 5), ()), ((13, 8), ((1, 1),)), ((16, 12), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((20, 7), ((1, 1), (1, 12))), ((26, 10), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((21, 2), ()), ((28, 7), ()), ((22, 5), ())]","[((28, 5), ()), ((16, 12), ()), ((13, 8), ((1, 1),)), ((26, 10), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((20, 7), ((1, 1), (1, 12))), ((22, 5), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((21, 2), ()), ((28, 7), ())]",432,39,55,94
433,"((28, 5), ())","((28, 6), ())",South,"[((28, 6), ()), ((28, 4), ())]","[((28, 5), ()), ((16, 12), ()), ((13, 8), ((1, 1),)), ((26, 10), ()), ((18, 5), ((1, 1),)), ((13, 10), ((1, 1),)), ((11, 7), ((1, 1), (1, 12))), ((20, 7), ((1, 1), (1, 12))), ((22, 5), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((21, 2), ()), ((28, 7), ())]","[((28, 4), ()), ((13, 8), ((1, 1),)), ((13, 10), ((1, 1),)), ((16, 12), ()), ((18, 5), ((1, 1),)), ((28, 7), ()), ((11, 7), ((1, 1), (1, 12))), ((26, 10), ()), ((22, 5), ()), ((13, 4), ((1, 12),)), ((1, 7), ((1, 1), (1, 12))), ((13, 1), ((1, 12),)), ((10, 6), ((1, 1), (1, 12))), ((13, 2), ((1, 12),)), ((17, 6), ((1, 1), (1, 12))), ((21, 2), ()), ((20, 7), ((1, 1), (1, 12)))]",433,41,53,94
