iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
137,"(7, 6)","(8, 6)",West,"[(8, 6), (6, 6)]","[(7, 6), (4, 11), (33, 8), (10, 14), (24, 9)]","[(6, 6), (4, 11), (33, 8), (10, 14), (24, 9)]",137,49,11,60
138,"(6, 6)","(7, 6)",West,"[(6, 5), (7, 6)]","[(6, 6), (4, 11), (33, 8), (10, 14), (24, 9)]","[(6, 5), (4, 11), (33, 8), (10, 14), (24, 9)]",138,50,10,60
139,"(6, 5)","(6, 6)",South,"[(6, 6), (5, 5)]","[(6, 5), (4, 11), (33, 8), (10, 14), (24, 9)]","[(5, 5), (4, 11), (33, 8), (10, 14), (24, 9)]",139,51,9,60
140,"(5, 5)","(6, 5)",West,"[(6, 5), (4, 5)]","[(5, 5), (4, 11), (33, 8), (10, 14), (24, 9)]","[(4, 5), (4, 11), (33, 8), (10, 14), (24, 9)]",140,52,8,60
141,"(4, 5)","(5, 5)",West,"[(5, 5), (3, 5)]","[(4, 5), (4, 11), (33, 8), (10, 14), (24, 9)]","[(3, 5), (4, 11), (33, 8), (10, 14), (24, 9)]",141,53,7,60
142,"(3, 5)","(4, 5)",West,"[(4, 5), (2, 5)]","[(3, 5), (4, 11), (33, 8), (10, 14), (24, 9)]","[(2, 5), (4, 11), (33, 8), (10, 14), (24, 9)]",142,54,6,60
143,"(2, 5)","(3, 5)",West,"[(3, 5), (1, 5)]","[(2, 5), (4, 11), (33, 8), (10, 14), (24, 9)]","[(1, 5), (4, 11), (33, 8), (10, 14), (24, 9)]",143,55,5,60
144,"(1, 5)","(2, 5)",West,"[(1, 4), (2, 5)]","[(1, 5), (4, 11), (33, 8), (10, 14), (24, 9)]","[(1, 4), (4, 11), (33, 8), (10, 14), (24, 9)]",144,56,4,60
145,"(1, 4)","(1, 5)",South,"[(1, 5), (1, 3)]","[(1, 4), (4, 11), (33, 8), (10, 14), (24, 9)]","[(1, 3), (4, 11), (33, 8), (10, 14), (24, 9)]",145,57,3,60
146,"(1, 3)","(1, 4)",South,"[(1, 4), (2, 3)]","[(1, 3), (4, 11), (33, 8), (10, 14), (24, 9)]","[(4, 11), (24, 9), (33, 8), (10, 14), (2, 3)]",146,58,2,60
147,"(4, 11)","(4, 10)",North,"[(4, 12), (4, 10)]","[(4, 11), (24, 9), (33, 8), (10, 14), (2, 3)]","[(24, 9), (10, 14), (33, 8), (2, 3), (4, 12)]",147,49,13,62
148,"(24, 9)","(23, 9)",East,"[(25, 9), (23, 9)]","[(24, 9), (10, 14), (33, 8), (2, 3), (4, 12)]","[(10, 14), (2, 3), (33, 8), (4, 12), (25, 9)]",148,31,31,62
149,"(10, 14)","(10, 13)",North,"[(10, 13), (9, 14)]","[(10, 14), (2, 3), (33, 8), (4, 12), (25, 9)]","[(33, 8), (2, 3), (25, 9), (4, 12), (9, 14)]",149,40,22,62
150,"(33, 8)","(32, 8)",East,"[(34, 8), (32, 8)]","[(33, 8), (2, 3), (25, 9), (4, 12), (9, 14)]","[(2, 3), (9, 14), (25, 9), (4, 12), (34, 8)]",150,23,39,62
151,"(2, 3)","(1, 3)",East,"[(3, 3), (1, 3)]","[(2, 3), (9, 14), (25, 9), (4, 12), (34, 8)]","[(9, 14), (4, 12), (25, 9), (34, 8), (3, 3)]",151,59,3,62
152,"(9, 14)","(10, 14)",West,"[(10, 14), (8, 14)]","[(9, 14), (4, 12), (25, 9), (34, 8), (3, 3)]","[(8, 14), (4, 12), (25, 9), (3, 3), (34, 8)]",152,41,21,62
153,"(8, 14)","(9, 14)",West,"[(8, 13), (9, 14)]","[(8, 14), (4, 12), (25, 9), (3, 3), (34, 8)]","[(8, 13), (4, 12), (25, 9), (3, 3), (34, 8)]",153,42,20,62
154,"(8, 13)","(8, 14)",South,"[(8, 14), (8, 12)]","[(8, 13), (4, 12), (25, 9), (3, 3), (34, 8)]","[(8, 12), (4, 12), (25, 9), (3, 3), (34, 8)]",154,43,19,62
155,"(8, 12)","(8, 13)",South,"[(8, 13), (8, 11)]","[(8, 12), (4, 12), (25, 9), (3, 3), (34, 8)]","[(8, 11), (4, 12), (25, 9), (3, 3), (34, 8)]",155,44,18,62
156,"(8, 11)","(8, 12)",South,"[(8, 12), (8, 10)]","[(8, 11), (4, 12), (25, 9), (3, 3), (34, 8)]","[(8, 10), (4, 12), (25, 9), (3, 3), (34, 8)]",156,45,17,62
157,"(8, 10)","(8, 11)",South,"[(8, 11), (8, 9)]","[(8, 10), (4, 12), (25, 9), (3, 3), (34, 8)]","[(8, 9), (4, 12), (25, 9), (3, 3), (34, 8)]",157,46,16,62
158,"(8, 9)","(8, 10)",South,"[(8, 10), (8, 8)]","[(8, 9), (4, 12), (25, 9), (3, 3), (34, 8)]","[(8, 8), (4, 12), (25, 9), (3, 3), (34, 8)]",158,47,15,62
159,"(8, 8)","(8, 9)",South,"[(8, 9), (7, 8)]","[(8, 8), (4, 12), (25, 9), (3, 3), (34, 8)]","[(7, 8), (4, 12), (25, 9), (3, 3), (34, 8)]",159,48,14,62
160,"(7, 8)","(8, 8)",West,"[(8, 8), (6, 8)]","[(7, 8), (4, 12), (25, 9), (3, 3), (34, 8)]","[(6, 8), (4, 12), (25, 9), (3, 3), (34, 8)]",160,49,13,62
161,"(6, 8)","(7, 8)",West,"[(6, 9), (7, 8)]","[(6, 8), (4, 12), (25, 9), (3, 3), (34, 8)]","[(4, 12), (34, 8), (25, 9), (3, 3), (6, 9)]",161,50,12,62
162,"(4, 12)","(4, 11)",North,"[(4, 13), (4, 11)]","[(4, 12), (34, 8), (25, 9), (3, 3), (6, 9)]","[(25, 9), (34, 8), (6, 9), (3, 3), (4, 13)]",162,50,14,64
163,"(25, 9)","(24, 9)",East,"[(26, 9), (24, 9)]","[(25, 9), (34, 8), (6, 9), (3, 3), (4, 13)]","[(34, 8), (3, 3), (6, 9), (4, 13), (26, 9)]",163,32,32,64
164,"(34, 8)","(33, 8)",East,"[(34, 7), (33, 8)]","[(34, 8), (3, 3), (6, 9), (4, 13), (26, 9)]","[(3, 3), (34, 7), (6, 9), (26, 9), (4, 13)]",164,24,40,64
165,"(3, 3)","(2, 3)",East,"[(4, 3), (2, 3)]","[(3, 3), (34, 7), (6, 9), (26, 9), (4, 13)]","[(6, 9), (34, 7), (4, 13), (26, 9), (4, 3)]",165,60,4,64
166,"(6, 9)","(6, 8)",North,"[(6, 10), (6, 8)]","[(6, 9), (34, 7), (4, 13), (26, 9), (4, 3)]","[(34, 7), (26, 9), (4, 13), (4, 3), (6, 10)]",166,51,13,64
167,"(34, 7)","(34, 8)",South,"[(34, 8), (34, 6)]","[(34, 7), (26, 9), (4, 13), (4, 3), (6, 10)]","[(34, 6), (4, 13), (6, 10), (4, 3), (26, 9)]",167,25,39,64
168,"(34, 6)","(34, 7)",South,"[(34, 7), (33, 6)]","[(34, 6), (4, 13), (6, 10), (4, 3), (26, 9)]","[(33, 6), (4, 13), (6, 10), (4, 3), (26, 9)]",168,26,38,64
169,"(33, 6)","(34, 6)",West,"[(34, 6), (32, 6)]","[(33, 6), (4, 13), (6, 10), (4, 3), (26, 9)]","[(32, 6), (4, 13), (6, 10), (4, 3), (26, 9)]",169,27,37,64
170,"(32, 6)","(33, 6)",West,"[(33, 6), (31, 6)]","[(32, 6), (4, 13), (6, 10), (4, 3), (26, 9)]","[(31, 6), (4, 13), (6, 10), (4, 3), (26, 9)]",170,28,36,64
171,"(31, 6)","(32, 6)",West,"[(32, 6), (30, 6)]","[(31, 6), (4, 13), (6, 10), (4, 3), (26, 9)]","[(30, 6), (4, 13), (6, 10), (4, 3), (26, 9)]",171,29,35,64
172,"(30, 6)","(31, 6)",West,"[(30, 5), (31, 6), (29, 6)]","[(30, 6), (4, 13), (6, 10), (4, 3), (26, 9)]","[(30, 5), (4, 13), (29, 6), (4, 3), (26, 9), (6, 10)]",172,30,34,64
173,"(30, 5)","(30, 6)",South,"[(30, 6), (30, 4)]","[(30, 5), (4, 13), (29, 6), (4, 3), (26, 9), (6, 10)]","[(29, 6), (4, 13), (30, 4), (4, 3), (26, 9), (6, 10)]",173,31,33,64
174,"(29, 6)","(30, 6)",West,"[(30, 6)]","[(29, 6), (4, 13), (30, 4), (4, 3), (26, 9), (6, 10)]","[(30, 4), (4, 13), (6, 10), (4, 3), (26, 9)]",174,31,33,64
175,"(30, 4)","(30, 5)",South,"[(30, 5), (30, 3), (31, 4)]","[(30, 4), (4, 13), (6, 10), (4, 3), (26, 9)]","[(30, 3), (4, 13), (6, 10), (4, 3), (26, 9), (31, 4)]",175,32,32,64
176,"(30, 3)","(30, 4)",South,"[(30, 4), (31, 3)]","[(30, 3), (4, 13), (6, 10), (4, 3), (26, 9), (31, 4)]","[(4, 13), (26, 9), (6, 10), (4, 3), (31, 4), (31, 3)]",176,33,31,64
177,"(4, 13)","(4, 12)",North,"[(4, 14), (4, 12)]","[(4, 13), (26, 9), (6, 10), (4, 3), (31, 4), (31, 3)]","[(26, 9), (4, 3), (6, 10), (31, 3), (31, 4), (4, 14)]",177,51,15,66
178,"(26, 9)","(25, 9)",East,"[(27, 9), (25, 9)]","[(26, 9), (4, 3), (6, 10), (31, 3), (31, 4), (4, 14)]","[(4, 3), (31, 4), (6, 10), (31, 3), (4, 14), (27, 9)]",178,33,33,66
179,"(4, 3)","(3, 3)",East,"[(5, 3), (3, 3)]","[(4, 3), (31, 4), (6, 10), (31, 3), (4, 14), (27, 9)]","[(6, 10), (31, 4), (27, 9), (31, 3), (4, 14), (5, 3)]",179,61,5,66
180,"(6, 10)","(6, 9)",North,"[(6, 11), (6, 9)]","[(6, 10), (31, 4), (27, 9), (31, 3), (4, 14), (5, 3)]","[(31, 4), (31, 3), (27, 9), (5, 3), (4, 14), (6, 11)]",180,52,14,66
181,"(31, 4)","(30, 4)",East,"[(31, 3), (32, 4), (30, 4)]","[(31, 4), (31, 3), (27, 9), (5, 3), (4, 14), (6, 11)]","[(31, 3), (4, 14), (27, 9), (5, 3), (6, 11), (32, 4)]",181,33,33,66
182,"(31, 3)","(30, 3)",East,"[(31, 4), (30, 3)]","[(31, 3), (4, 14), (27, 9), (5, 3), (6, 11), (32, 4)]","[(4, 14), (5, 3), (27, 9), (32, 4), (6, 11)]",182,34,32,66
183,"(4, 14)","(4, 13)",North,"[(4, 13), (5, 14)]","[(4, 14), (5, 3), (27, 9), (32, 4), (6, 11)]","[(27, 9), (5, 3), (6, 11), (32, 4), (5, 14)]",183,52,16,68
184,"(27, 9)","(26, 9)",East,"[(27, 8), (26, 9)]","[(27, 9), (5, 3), (6, 11), (32, 4), (5, 14)]","[(5, 3), (32, 4), (6, 11), (5, 14), (27, 8)]",184,34,34,68
185,"(5, 3)","(4, 3)",East,"[(6, 3), (4, 3)]","[(5, 3), (32, 4), (6, 11), (5, 14), (27, 8)]","[(6, 11), (32, 4), (27, 8), (5, 14), (6, 3)]",185,62,6,68
186,"(6, 11)","(6, 10)",North,"[(6, 12), (6, 10)]","[(6, 11), (32, 4), (27, 8), (5, 14), (6, 3)]","[(32, 4), (5, 14), (27, 8), (6, 3), (6, 12)]",186,53,15,68
187,"(32, 4)","(31, 4)",East,"[(33, 4), (31, 4)]","[(32, 4), (5, 14), (27, 8), (6, 3), (6, 12)]","[(27, 8), (5, 14), (6, 12), (6, 3), (33, 4)]",187,34,34,68
188,"(27, 8)","(27, 9)",South,"[(27, 9), (27, 7)]","[(27, 8), (5, 14), (6, 12), (6, 3), (33, 4)]","[(27, 7), (5, 14), (6, 12), (33, 4), (6, 3)]",188,35,33,68
189,"(27, 7)","(27, 8)",South,"[(27, 8), (27, 6)]","[(27, 7), (5, 14), (6, 12), (33, 4), (6, 3)]","[(27, 6), (5, 14), (6, 12), (33, 4), (6, 3)]",189,36,32,68
190,"(27, 6)","(27, 7)",South,"[(27, 7), (27, 5)]","[(27, 6), (5, 14), (6, 12), (33, 4), (6, 3)]","[(27, 5), (5, 14), (6, 12), (33, 4), (6, 3)]",190,37,31,68
191,"(27, 5)","(27, 6)",South,"[(27, 6), (27, 4)]","[(27, 5), (5, 14), (6, 12), (33, 4), (6, 3)]","[(27, 4), (5, 14), (6, 12), (33, 4), (6, 3)]",191,38,30,68
192,"(27, 4)","(27, 5)",South,"[(27, 5), (27, 3)]","[(27, 4), (5, 14), (6, 12), (33, 4), (6, 3)]","[(27, 3), (5, 14), (6, 12), (33, 4), (6, 3)]",192,39,29,68
193,"(27, 3)","(27, 4)",South,"[(27, 4), (27, 2)]","[(27, 3), (5, 14), (6, 12), (33, 4), (6, 3)]","[(27, 2), (5, 14), (6, 12), (33, 4), (6, 3)]",193,40,28,68
194,"(27, 2)","(27, 3)",South,"[(27, 3), (27, 1), (26, 2)]","[(27, 2), (5, 14), (6, 12), (33, 4), (6, 3)]","[(27, 1), (5, 14), (26, 2), (33, 4), (6, 3), (6, 12)]",194,41,27,68
195,"(27, 1)","(27, 2)",South,"[(27, 2), (28, 1)]","[(27, 1), (5, 14), (26, 2), (33, 4), (6, 3), (6, 12)]","[(26, 2), (5, 14), (6, 12), (33, 4), (6, 3), (28, 1)]",195,42,26,68
196,"(26, 2)","(27, 2)",West,"[(27, 2), (25, 2)]","[(26, 2), (5, 14), (6, 12), (33, 4), (6, 3), (28, 1)]","[(25, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]",196,42,26,68
197,"(25, 2)","(26, 2)",West,"[(26, 2), (24, 2)]","[(25, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]","[(24, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]",197,43,25,68
198,"(24, 2)","(25, 2)",West,"[(25, 2), (23, 2)]","[(24, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]","[(23, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]",198,44,24,68
199,"(23, 2)","(24, 2)",West,"[(24, 2), (22, 2)]","[(23, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]","[(22, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]",199,45,23,68
200,"(22, 2)","(23, 2)",West,"[(23, 2), (21, 2)]","[(22, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]","[(21, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]",200,46,22,68
201,"(21, 2)","(22, 2)",West,"[(22, 2), (20, 2)]","[(21, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]","[(20, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]",201,47,21,68
202,"(20, 2)","(21, 2)",West,"[(21, 2), (19, 2)]","[(20, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]","[(19, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]",202,48,20,68
203,"(19, 2)","(20, 2)",West,"[(20, 2), (18, 2)]","[(19, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]","[(18, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]",203,49,19,68
204,"(18, 2)","(19, 2)",West,"[(19, 2), (17, 2)]","[(18, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]","[(17, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]",204,50,18,68
205,"(17, 2)","(18, 2)",West,"[(18, 2), (16, 2)]","[(17, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]","[(16, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]",205,51,17,68
206,"(16, 2)","(17, 2)",West,"[(17, 2), (15, 2)]","[(16, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]","[(15, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]",206,52,16,68
207,"(15, 2)","(16, 2)",West,"[(15, 3), (16, 2), (14, 2)]","[(15, 2), (6, 3), (5, 14), (33, 4), (28, 1), (6, 12)]","[(14, 2), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",207,53,15,68
208,"(14, 2)","(15, 2)",West,"[(15, 2), (13, 2)]","[(14, 2), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(13, 2), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",208,54,14,68
209,"(13, 2)","(14, 2)",West,"[(14, 2), (12, 2)]","[(13, 2), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(12, 2), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",209,55,13,68
210,"(12, 2)","(13, 2)",West,"[(13, 2), (11, 2)]","[(12, 2), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(11, 2), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",210,56,12,68
211,"(11, 2)","(12, 2)",West,"[(12, 2), (10, 2)]","[(11, 2), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(10, 2), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",211,57,11,68
212,"(10, 2)","(11, 2)",West,"[(10, 1), (11, 2)]","[(10, 2), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(10, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",212,58,10,68
213,"(10, 1)","(10, 2)",South,"[(10, 2), (9, 1)]","[(10, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(9, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",213,59,9,68
214,"(9, 1)","(10, 1)",West,"[(10, 1), (8, 1)]","[(9, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(8, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",214,60,8,68
215,"(8, 1)","(9, 1)",West,"[(9, 1), (7, 1)]","[(8, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(7, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",215,61,7,68
216,"(7, 1)","(8, 1)",West,"[(8, 1), (6, 1)]","[(7, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(6, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",216,62,6,68
217,"(6, 1)","(7, 1)",West,"[(7, 1), (5, 1)]","[(6, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(5, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",217,63,5,68
218,"(5, 1)","(6, 1)",West,"[(6, 1), (4, 1)]","[(5, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(4, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",218,64,4,68
219,"(4, 1)","(5, 1)",West,"[(5, 1), (3, 1)]","[(4, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(3, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",219,65,3,68
220,"(3, 1)","(4, 1)",West,"[(4, 1), (2, 1)]","[(3, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(2, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",220,66,2,68
221,"(2, 1)","(3, 1)",West,"[(3, 1), (1, 1)]","[(2, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(1, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]",221,67,1,68
222,"(1, 1)","(2, 1)",West,[],"[(1, 1), (6, 3), (5, 14), (33, 4), (28, 1), (15, 3), (6, 12)]","[(5, 14), (6, 3), (6, 12), (33, 4), (28, 1), (15, 3)]",222,68,0,68
